Account length,Customer service calls,International plan,Number vmail messages,Total day calls,Total day charge,Total day minutes,Total eve calls,Total eve charge,Total eve minutes,Total intl calls,Total intl charge,Total intl minutes,Total night calls,Total night charge,Total night minutes,Voice mail plan,Changed
33,0,Yes,0,99,27.88,164.0,102,13.01,153.1,4,1.73,6.4,104,5.57,123.8,No,False
67,0,No,41,86,29.7,174.7,93,13.65,160.6,1,3.62,13.4,108,6.99,155.3,Yes,False
95,2,No,0,96,28.49,167.6,89,14.96,176.0,6,3.62,13.4,113,11.29,250.9,No,False
44,1,Yes,0,92,10.59,62.3,82,23.38,275.0,3,2.92,10.8,108,6.24,138.7,No,False
133,0,Yes,0,103,43.3,254.7,80,21.44,252.2,3,2.16,8.0,103,8.01,178.1,No,True
50,1,No,0,107,31.21,183.6,118,4.98,58.6,3,2.35,8.7,99,9.12,202.6,No,False
104,5,No,0,127,47.67,280.4,79,15.25,179.4,6,4.1,15.2,77,6.78,150.6,No,False
221,0,No,24,85,30.69,180.5,92,19.05,224.1,3,0.65,2.4,103,9.26,205.7,Yes,False
143,1,No,0,112,26.42,155.4,92,24.73,290.9,5,3.75,13.9,91,10.28,228.4,No,False
80,1,No,0,114,33.58,197.5,119,17.59,206.9,4,3.05,11.3,109,7.36,163.6,No,False
131,1,No,24,60,23.1,135.9,78,19.82,233.2,4,2.54,9.4,121,9.48,210.6,Yes,False
23,1,No,0,74,19.23,113.1,95,14.35,168.8,2,1.86,6.9,126,11.83,262.9,No,True
101,0,No,9,116,27.22,160.1,121,17.85,210.0,9,2.92,10.8,65,6.26,139.1,Yes,False
85,1,No,27,139,33.39,196.4,90,23.88,280.9,4,3.73,13.8,75,4.02,89.3,Yes,False
79,1,No,0,124,7.12,41.9,95,17.94,211.0,5,3.08,11.4,55,10.71,237.9,No,False
122,2,No,30,108,39.12,230.1,76,24.45,287.6,3,1.86,6.9,85,7.97,177.1,Yes,False
126,3,No,23,102,19.43,114.3,103,16.18,190.3,7,3.4,12.6,111,10.82,240.4,Yes,False
88,4,No,0,86,12.46,73.3,82,13.72,161.4,3,2.21,8.2,76,10.78,239.6,No,True
130,1,No,0,95,26.18,154.0,106,17.5,205.9,1,3.48,12.9,75,10.52,233.7,No,False
88,2,No,0,92,27.46,161.5,108,14.75,173.5,4,2.13,7.9,95,9.28,206.2,No,False
130,1,No,0,140,29.97,176.3,104,17.09,201.0,5,3.05,11.3,123,7.29,161.9,No,False
100,1,No,0,125,37.2,218.8,102,12.61,148.3,6,2.62,9.7,97,12.5,277.8,No,False
83,1,No,0,70,13.28,78.1,115,20.34,239.3,4,3.32,12.3,112,6.5,144.4,No,False
121,1,No,35,95,11.68,68.7,69,17.78,209.2,4,3.08,11.4,42,8.88,197.4,Yes,False
132,1,No,0,88,20.66,121.5,124,21.51,253.0,4,2.89,10.7,120,8.81,195.7,No,False
129,1,No,0,131,9.3,54.7,105,21.77,256.1,4,3.0,11.1,135,7.95,176.6,No,False
94,1,No,0,108,32.4,190.6,95,12.95,152.3,5,2.03,7.5,97,6.51,144.7,No,False
56,0,No,0,57,24.84,146.1,97,16.68,196.2,3,2.48,9.2,110,13.95,310.1,No,False
129,1,No,0,98,25.5,150.0,101,19.75,232.4,6,3.38,12.5,123,11.75,261.2,No,False
112,1,No,0,108,19.69,115.8,111,20.68,243.3,5,3.54,13.1,78,8.31,184.6,No,False
86,0,No,0,93,37.03,217.8,95,18.25,214.7,7,3.05,11.3,70,10.29,228.7,No,False
217,4,No,0,115,29.99,176.4,128,13.5,158.8,3,2.51,9.3,107,13.8,306.6,No,False
113,0,No,30,102,31.25,183.8,123,15.59,183.4,7,3.13,11.6,52,10.58,235.0,Yes,False
100,3,No,32,123,21.28,125.2,101,19.63,230.9,9,3.4,12.6,106,8.64,192.0,Yes,False
54,2,Yes,0,108,32.39,190.5,108,22.07,259.7,2,2.62,9.7,111,6.37,141.5,No,True
122,2,No,0,98,41.45,243.8,72,7.13,83.9,8,3.7,13.7,84,8.09,179.8,No,False
81,0,Yes,0,105,38.66,227.4,120,17.98,211.5,3,3.21,11.9,113,11.62,258.2,No,False
45,1,No,0,71,35.29,207.6,94,12.98,152.7,13,3.35,12.4,125,9.8,217.8,No,False
69,2,No,31,63,33.13,194.9,90,16.29,191.6,2,3.56,13.2,129,6.89,153.0,Yes,False
118,0,No,0,112,23.87,140.4,60,15.9,187.1,1,2.13,7.9,155,9.36,207.9,No,False
9,2,No,16,87,15.05,88.5,108,15.2,178.8,3,3.11,11.5,96,10.29,228.7,Yes,False
79,3,No,0,99,37.79,222.3,82,12.43,146.2,4,2.4,8.9,82,12.4,275.6,No,False
97,3,No,25,101,23.97,141.0,85,18.02,212.0,2,1.32,4.9,138,7.88,175.2,Yes,False
60,2,No,0,101,49.27,289.8,115,21.73,255.6,4,3.16,11.7,76,10.93,242.8,No,True
67,1,No,0,102,36.64,215.5,95,16.21,190.7,6,2.32,8.6,106,9.65,214.5,No,False
149,2,No,20,102,44.95,264.4,123,18.67,219.6,3,3.05,11.3,89,9.02,200.4,Yes,False
156,3,No,0,95,29.63,174.3,128,15.86,186.6,5,3.48,12.9,105,11.62,258.2,No,False
121,2,No,0,98,35.34,207.9,96,17.89,210.5,2,2.08,7.7,114,4.93,109.6,No,False
107,1,No,28,79,34.31,201.8,128,25.92,304.9,8,3.21,11.9,133,10.15,225.6,Yes,False
101,0,Yes,0,108,32.93,193.7,98,15.86,186.6,8,3.13,11.6,100,10.04,223.0,No,False
110,1,Yes,27,103,45.54,267.9,74,22.38,263.3,2,2.24,8.3,106,8.01,178.1,Yes,True
85,0,No,0,107,21.74,127.9,124,23.05,271.2,5,3.38,12.5,76,9.1,202.2,No,False
144,1,No,18,109,18.09,106.4,113,9.19,108.1,5,2.73,10.1,111,9.38,208.4,Yes,False
146,1,No,0,77,19.65,115.6,100,18.16,213.6,6,2.89,10.7,72,9.83,218.4,No,False
104,2,No,0,107,24.57,144.5,85,15.34,180.5,6,4.59,17.0,94,10.17,226.0,No,False
97,0,Yes,0,107,40.27,236.9,105,13.4,157.6,2,1.97,7.3,120,10.85,241.0,No,True
195,0,No,36,110,39.39,231.7,88,19.13,225.1,2,3.27,12.1,89,9.08,201.7,Yes,False
52,2,No,24,71,29.05,170.9,80,17.12,201.4,5,1.11,4.1,124,7.15,159.0,Yes,False
109,2,No,0,74,37.83,222.5,75,14.42,169.7,3,2.43,9.0,94,11.89,264.3,No,False
80,0,No,0,116,33.12,194.8,93,17.84,209.9,3,3.46,12.8,100,8.73,194.1,No,False
85,0,No,0,85,44.17,259.8,117,20.6,242.3,1,1.46,5.4,72,7.6,168.8,No,False
122,3,No,0,86,36.65,215.6,59,14.26,167.8,8,1.73,6.4,67,9.32,207.0,No,False
125,2,No,0,97,22.41,131.8,100,11.62,136.7,6,2.08,7.7,119,13.87,308.2,No,False
90,0,Yes,26,104,28.73,169.0,104,16.05,188.8,3,3.59,13.3,76,9.6,213.3,Yes,True
105,6,No,0,71,18.09,106.4,83,20.41,240.1,4,1.43,5.3,114,6.65,147.7,No,True
132,1,No,0,107,32.62,191.9,127,17.59,206.9,2,3.4,12.6,88,12.24,272.0,No,False
113,3,No,0,108,41.7,245.3,140,22.09,259.9,2,2.89,10.7,115,9.19,204.3,No,True
77,0,No,0,112,32.22,189.5,95,17.6,207.0,7,2.48,9.2,91,9.63,214.1,No,False
76,1,No,0,55,24.43,143.7,108,14.71,173.1,6,1.57,5.8,95,10.76,239.1,No,False
146,1,No,31,91,34.43,202.5,108,20.52,241.4,2,2.11,7.8,77,7.63,169.6,Yes,False
124,1,No,28,104,42.74,251.4,89,19.13,225.1,5,2.03,7.5,121,11.34,251.9,Yes,False
138,4,Yes,0,104,7.91,46.5,114,15.81,186.0,4,2.59,9.6,95,7.54,167.5,No,True
83,0,No,0,92,33.15,195.0,83,17.89,210.5,13,2.97,11.0,92,8.13,180.6,No,False
116,2,No,12,108,37.57,221.0,118,12.84,151.0,6,2.43,9.0,80,8.06,179.0,Yes,False
57,2,Yes,17,94,40.21,236.5,94,13.86,163.1,3,3.29,12.2,117,10.65,236.7,Yes,False
117,2,No,0,93,32.49,191.1,56,24.04,282.8,4,3.24,12.0,118,3.82,84.8,No,False
88,4,No,0,61,28.34,166.7,88,15.24,179.3,7,1.84,6.8,131,10.92,242.7,No,True
123,3,No,0,98,28.37,166.9,77,18.85,221.8,4,3.46,12.8,114,10.98,243.9,No,False
109,0,Yes,26,138,36.92,217.2,111,12.37,145.5,3,2.51,9.3,76,12.63,280.7,Yes,False
98,4,No,0,0,0.0,0.0,130,13.57,159.6,1,1.84,6.8,88,7.52,167.1,No,True
77,3,No,0,95,31.6,185.9,98,18.02,212.0,4,3.05,11.3,81,12.7,282.3,No,False
88,1,Yes,25,114,49.05,288.5,74,17.29,203.4,5,3.51,13.0,117,10.28,228.4,Yes,False
109,1,No,0,115,36.89,217.0,142,17.6,207.0,4,2.21,8.2,106,12.06,268.0,No,False
76,1,No,0,94,28.17,165.7,80,21.88,257.4,4,2.7,10.0,114,7.69,170.8,No,False
69,2,No,0,76,28.48,167.5,92,20.58,242.1,4,3.08,11.4,103,4.55,101.2,No,False
105,1,No,0,121,38.66,227.4,89,22.82,268.5,4,3.51,13.0,82,6.45,143.3,No,False
158,1,No,0,103,33.3,195.9,95,7.57,89.1,3,2.78,10.3,82,13.6,302.2,No,False
124,1,No,0,74,31.42,184.8,84,14.88,175.1,6,2.84,10.5,95,7.12,158.2,No,False
101,0,No,0,84,43.74,257.3,115,15.71,184.8,7,3.65,13.5,109,4.9,108.9,No,False
115,0,No,0,120,35.8,210.6,84,13.01,153.1,5,2.97,11.0,79,11.8,262.2,No,False
64,1,No,0,126,37.33,219.6,100,25.78,303.3,5,2.62,9.7,65,6.95,154.5,No,False
64,3,No,31,88,38.86,228.6,109,21.12,248.5,1,2.43,9.0,124,7.52,167.1,Yes,False
55,1,Yes,0,115,37.57,221.0,97,14.06,165.4,4,2.62,9.7,117,10.59,235.4,No,False
68,2,No,0,68,35.29,207.6,123,21.39,251.6,6,2.94,10.9,100,8.62,191.6,No,False
110,1,No,34,114,32.69,192.3,114,10.99,129.3,12,1.7,6.3,102,6.13,136.3,Yes,False
47,2,No,37,77,27.8,163.5,102,17.26,203.1,4,2.11,7.8,87,10.44,232.0,Yes,False
92,1,No,0,84,33.49,197.0,105,22.89,269.3,4,2.92,10.8,105,7.15,158.9,No,False
93,0,No,22,123,52.05,306.2,83,16.12,189.7,2,3.16,11.7,107,10.81,240.3,Yes,False
83,1,No,26,117,38.49,226.4,97,19.95,234.7,7,2.92,10.8,82,6.01,133.6,Yes,False
129,2,No,0,85,36.72,216.0,114,15.89,186.9,10,1.32,4.9,109,9.48,210.7,No,False
117,3,No,0,100,17.39,102.3,104,11.49,135.2,10,4.24,15.7,93,8.99,199.7,No,False
104,0,No,0,77,22.19,130.5,117,11.15,131.2,6,3.51,13.0,63,11.91,264.7,No,False
84,1,No,12,87,15.25,89.7,73,11.78,138.6,2,2.89,10.7,114,7.46,165.8,Yes,False
183,2,No,8,119,14.71,86.5,97,24.24,285.2,2,2.35,8.7,133,8.12,180.4,Yes,False
1,0,No,0,113,21.05,123.8,77,20.08,236.2,2,1.0,3.7,81,3.29,73.2,No,False
74,4,No,27,122,26.2,154.1,150,16.6,195.3,2,3.56,13.2,86,12.45,276.7,Yes,False
114,1,No,0,101,32.27,189.8,80,12.55,147.7,5,2.86,10.6,121,7.77,172.7,No,False
92,1,No,0,82,45.15,265.6,75,15.36,180.7,2,2.32,8.6,113,9.5,211.1,No,False
45,1,No,0,110,26.47,155.7,103,22.13,260.3,1,2.97,11.0,98,8.65,192.2,No,False
113,1,Yes,0,82,34.73,204.3,115,16.05,188.8,7,2.48,9.2,97,6.27,139.4,No,False
107,1,No,36,83,16.37,96.3,91,15.27,179.6,2,2.78,10.3,121,7.48,166.3,Yes,False
135,2,No,28,100,34.24,201.4,117,20.95,246.5,4,3.48,12.9,131,6.97,154.8,Yes,True
114,2,No,26,88,23.31,137.1,125,13.23,155.7,7,3.11,11.5,94,11.14,247.6,Yes,False
123,2,No,0,106,23.8,140.0,101,13.06,153.7,1,3.38,12.5,87,2.25,50.1,No,False
124,3,No,0,104,26.96,158.6,77,17.95,211.2,8,2.75,10.2,104,8.07,179.3,No,False
48,1,No,34,70,33.66,198.0,121,23.26,273.7,4,2.05,7.6,71,9.81,217.9,Yes,False
143,1,No,0,107,22.68,133.4,117,19.03,223.9,13,2.75,10.2,85,8.12,180.4,No,False
105,2,No,21,112,24.99,147.0,43,16.77,197.3,3,2.35,8.7,93,12.03,267.4,Yes,False
99,2,No,33,93,30.45,179.1,102,20.26,238.3,1,2.86,10.6,96,7.46,165.7,Yes,False
94,1,No,0,136,27.8,163.5,111,12.21,143.7,5,3.4,12.6,82,11.4,253.4,No,False
124,0,No,0,119,28.46,167.4,143,19.82,233.2,5,2.78,10.3,115,4.93,109.6,No,False
24,1,No,25,110,28.03,164.9,105,17.79,209.3,9,1.81,6.7,55,10.4,231.2,Yes,False
124,1,No,0,82,22.41,131.8,119,24.17,284.3,2,3.05,11.3,101,13.75,305.5,No,False
33,0,No,35,124,31.76,186.8,69,22.19,261.0,5,4.05,15.0,103,14.3,317.8,Yes,False
78,3,No,0,116,12.75,75.0,87,21.14,248.7,6,2.57,9.5,83,7.92,176.0,No,False
95,0,No,23,87,27.25,160.3,101,17.2,202.4,3,2.0,7.4,122,8.6,191.1,Yes,False
95,0,No,0,79,11.8,69.4,109,16.22,190.8,5,2.4,8.9,102,9.9,219.9,No,False
57,0,No,0,117,26.88,158.1,149,9.79,115.2,7,3.19,11.8,92,8.21,182.4,No,False
152,1,No,0,98,35.07,206.3,82,24.89,292.8,4,2.86,10.6,121,1.97,43.7,No,False
64,3,No,0,97,19.35,113.8,97,16.35,192.3,1,2.81,10.4,89,9.67,214.9,No,False
134,1,No,0,86,35.41,208.3,89,21.56,253.6,3,3.4,12.6,86,13.1,291.0,No,False
93,3,No,0,114,32.42,190.7,111,18.55,218.2,3,2.19,8.1,121,5.83,129.6,No,False
136,2,No,31,88,24.33,143.1,65,20.11,236.6,5,3.08,11.4,120,10.25,227.8,Yes,False
148,1,Yes,0,111,37.18,218.7,133,13.23,155.6,5,2.21,8.2,62,12.48,277.4,No,False
46,2,No,0,133,21.22,124.8,143,13.37,157.3,4,2.32,8.6,72,8.97,199.3,No,False
133,2,No,0,65,31.79,187.0,128,12.02,141.4,8,2.7,10.0,108,10.72,238.2,No,False
89,1,No,0,77,13.99,82.3,80,14.21,167.2,4,1.94,7.2,70,8.76,194.7,No,False
125,1,No,36,117,34.22,201.3,78,3.59,42.2,3,1.46,5.4,104,5.66,125.7,Yes,False
82,6,No,0,77,28.41,167.1,79,11.2,131.8,1,2.54,9.4,98,8.43,187.4,No,True
57,0,No,0,101,37.59,221.1,65,20.12,236.7,1,2.57,9.5,137,11.35,252.3,No,False
141,3,No,36,99,31.88,187.5,116,20.52,241.4,5,2.84,10.5,105,10.33,229.5,Yes,False
122,4,Yes,0,101,23.8,140.0,77,16.69,196.4,4,2.62,9.7,133,5.4,120.1,No,True
123,1,No,34,80,51.88,305.2,109,13.3,156.5,7,3.56,13.2,81,12.6,280.0,Yes,False
87,1,No,0,105,39.32,231.3,108,14.59,171.7,6,3.51,13.0,136,3.05,67.7,No,False
98,4,No,0,80,37.6,221.2,104,18.16,213.6,3,3.21,11.9,89,13.13,291.8,No,False
63,1,Yes,21,99,25.76,151.5,89,12.56,147.8,4,2.7,10.0,114,9.47,210.4,Yes,False
121,1,No,41,95,36.64,215.5,92,20.55,241.8,3,2.59,9.6,108,6.61,147.0,Yes,False
45,0,No,22,84,33.42,196.6,92,26.62,313.2,3,3.21,11.9,108,7.35,163.3,Yes,False
74,1,Yes,0,103,21.39,125.8,96,17.65,207.7,4,3.81,14.1,143,9.33,207.4,No,True
73,0,No,0,109,26.71,157.1,83,22.85,268.8,8,2.7,10.0,91,8.17,181.5,No,False
89,1,No,0,81,30.38,178.7,74,19.86,233.7,4,2.46,9.1,120,5.94,131.9,No,False
23,6,No,0,89,32.33,190.2,108,14.14,166.4,4,4.05,15.0,73,9.89,219.8,No,False
74,3,No,0,93,39.25,230.9,78,18.96,223.0,2,2.62,9.7,101,7.1,157.8,No,False
67,4,No,0,97,52.77,310.4,123,5.65,66.5,10,2.48,9.2,99,11.09,246.5,No,False
44,4,No,0,139,52.46,308.6,94,12.82,150.8,3,1.97,7.3,66,8.94,198.7,No,True
84,0,No,0,102,23.56,138.6,93,16.92,199.0,4,2.11,7.8,137,9.18,204.1,No,False
61,2,No,15,106,42.91,252.4,69,15.96,187.8,3,2.7,10.0,137,11.68,259.6,Yes,False
55,2,No,0,100,48.74,286.7,121,11.42,134.4,5,1.86,6.9,122,8.68,192.9,No,False
27,1,No,0,105,14.04,82.6,99,17.34,204.0,4,2.46,9.1,122,10.09,224.2,No,False
85,2,Yes,0,107,28.12,165.4,126,16.66,196.0,7,2.59,9.6,110,15.71,349.2,No,False
139,0,No,23,129,26.79,157.6,96,21.0,247.0,2,3.7,13.7,112,11.66,259.2,Yes,False
189,3,No,0,106,35.41,208.3,123,20.12,236.7,5,3.05,11.3,120,8.06,179.1,No,False
138,1,No,0,87,22.76,133.9,110,14.14,166.4,3,4.16,15.4,139,8.71,193.5,No,False
86,1,No,0,139,21.34,125.5,93,22.93,269.8,8,2.4,8.9,110,10.61,235.8,No,False
87,1,No,0,91,18.85,110.9,115,13.47,158.5,5,1.67,6.2,131,9.34,207.5,No,False
169,2,No,0,111,30.46,179.2,130,14.89,175.2,6,2.67,9.9,92,10.29,228.6,No,False
101,0,No,29,116,20.59,121.1,100,15.84,186.4,6,2.73,10.1,75,10.88,241.7,Yes,False
126,1,No,0,143,32.45,190.9,72,12.72,149.7,3,3.51,13.0,87,8.61,191.4,No,False
89,3,No,0,99,19.62,115.4,115,17.84,209.9,6,4.29,15.9,112,12.64,280.9,No,False
20,2,No,0,89,31.76,186.8,51,21.54,253.4,6,3.32,12.3,105,12.29,273.1,No,False
99,3,No,0,112,36.92,217.2,89,20.97,246.7,7,4.27,15.8,89,10.17,226.1,No,False
149,2,No,0,108,33.37,196.3,96,11.63,136.8,3,2.08,7.7,87,6.96,154.7,No,False
163,1,No,0,89,32.52,191.3,87,16.48,193.9,4,3.46,12.8,121,12.08,268.4,No,False
73,1,No,0,90,38.15,224.4,88,13.56,159.5,2,3.51,13.0,74,8.68,192.8,No,False
112,1,No,0,127,29.67,174.5,71,22.04,259.3,7,3.05,11.3,120,7.67,170.5,No,False
39,2,No,0,68,27.27,160.4,103,8.72,102.6,5,2.46,9.1,106,10.59,235.3,No,False
155,2,No,0,93,27.71,163.0,102,17.33,203.9,4,4.08,15.1,109,7.15,159.0,No,False
137,2,No,22,42,32.23,189.6,137,15.22,179.0,5,3.08,11.4,126,8.08,179.6,Yes,False
34,2,No,0,82,21.22,124.8,98,23.99,282.2,4,2.7,10.0,78,14.02,311.5,No,False
88,3,No,0,78,10.52,61.9,114,22.32,262.6,2,2.38,8.8,110,9.56,212.5,No,False
78,2,No,0,99,32.88,193.4,88,9.94,116.9,4,2.51,9.3,109,10.95,243.3,No,False
11,3,No,28,86,32.4,190.6,122,18.71,220.1,3,1.62,6.0,80,8.11,180.3,Yes,False
118,4,No,0,60,32.1,188.8,64,18.48,217.4,7,2.21,8.2,100,9.9,220.1,No,False
197,5,Yes,0,80,21.64,127.3,115,18.9,222.3,5,3.7,13.7,95,7.83,173.9,No,True
3,1,Yes,0,96,27.37,161.0,82,20.82,244.9,6,2.08,7.7,103,8.14,180.8,No,False
48,2,No,0,98,29.22,171.9,127,13.52,159.0,3,2.05,7.6,101,6.28,139.5,No,False
120,1,No,0,99,22.39,131.7,109,13.86,163.1,3,2.89,10.7,116,9.05,201.1,No,False
90,2,No,0,88,18.63,109.6,108,11.7,137.6,5,2.97,11.0,121,7.19,159.7,No,False
128,1,No,34,73,24.19,142.3,79,16.56,194.8,6,4.32,16.0,81,10.77,239.3,Yes,False
48,2,No,0,84,35.84,210.8,98,16.12,189.6,3,4.43,16.4,99,7.09,157.6,No,False
75,5,No,21,97,29.89,175.8,106,18.49,217.5,4,1.43,5.3,134,10.69,237.5,Yes,False
27,2,No,0,95,38.47,226.3,109,23.32,274.3,3,2.21,8.2,119,10.92,242.7,No,True
98,1,Yes,0,67,2.13,12.5,90,21.81,256.6,9,2.08,7.7,88,7.62,169.4,No,False
201,1,No,0,72,36.16,212.7,90,19.14,225.2,6,1.89,7.0,99,8.78,195.1,No,False
97,1,No,0,119,19.16,112.7,109,18.5,217.7,5,1.76,6.5,76,6.84,152.1,No,False
50,1,No,24,129,36.43,214.3,55,24.63,289.8,4,2.86,10.6,130,14.06,312.5,Yes,False
92,3,No,29,110,26.42,155.4,104,16.02,188.5,4,2.16,8.0,118,11.47,254.9,Yes,False
147,2,No,0,104,35.6,209.4,78,11.26,132.5,3,3.05,11.3,123,6.72,149.4,No,False
184,0,No,12,76,34.05,200.3,105,21.56,253.6,5,2.75,10.2,93,6.72,149.3,Yes,False
48,1,No,0,67,46.78,275.2,108,15.32,180.2,2,2.13,7.9,110,7.15,159.0,No,False
125,1,No,32,109,16.41,96.5,109,12.39,145.8,2,2.54,9.4,82,7.85,174.4,Yes,False
126,0,No,0,120,29.82,175.4,71,8.36,98.3,1,2.86,10.6,93,9.09,201.9,No,False
41,1,No,0,105,35.68,209.9,105,10.36,121.9,4,2.59,9.6,104,11.42,253.7,No,False
141,0,Yes,37,84,43.96,258.6,111,18.87,222.0,5,3.02,11.2,97,14.69,326.4,Yes,False
102,0,No,0,79,29.67,174.5,136,20.13,236.8,5,2.3,8.5,110,12.17,270.4,No,False
107,5,No,0,76,32.25,189.7,65,13.27,156.1,3,2.24,8.3,91,10.98,244.0,No,False
66,1,No,0,95,34.22,201.3,66,12.99,152.8,4,2.03,7.5,101,10.49,233.2,No,False
78,0,No,0,119,35.51,208.9,132,21.45,252.4,7,3.46,12.8,120,12.61,280.2,No,False
40,1,No,0,105,19.67,115.7,113,10.86,127.8,6,2.51,9.3,91,4.84,107.5,No,False
81,0,No,24,117,22.12,130.1,61,16.66,196.0,5,3.08,11.4,123,6.27,139.3,Yes,False
171,1,No,17,94,31.77,186.9,138,20.4,240.0,3,1.57,5.8,64,9.04,200.9,Yes,False
59,1,No,0,92,26.11,153.6,88,17.47,205.5,10,3.38,12.5,89,5.15,114.5,No,False
97,1,No,24,135,22.64,133.2,58,18.46,217.2,3,2.97,11.0,79,3.18,70.6,Yes,False
139,2,No,0,130,46.17,271.6,131,13.26,156.0,9,3.13,11.6,108,6.13,136.3,No,False
103,2,No,0,117,31.45,185.0,94,18.98,223.3,2,3.4,12.6,91,10.03,222.8,No,False
80,2,No,0,92,34.63,203.7,97,18.39,216.4,5,2.05,7.6,66,6.94,154.2,No,False
106,1,No,0,120,46.65,274.4,82,16.88,198.6,3,1.62,6.0,62,7.24,160.8,No,False
104,0,No,0,101,44.78,263.4,117,20.02,235.5,4,3.51,13.0,146,4.59,102.0,No,False
128,1,No,0,105,25.25,148.5,106,20.66,243.0,2,1.84,6.8,114,11.48,255.2,No,False
34,0,No,0,74,32.93,193.7,84,10.79,126.9,4,2.38,8.8,166,9.95,221.2,No,False
133,0,No,0,100,20.03,117.8,105,16.93,199.2,4,3.19,11.8,119,10.98,244.1,No,True
74,3,No,0,86,53.4,314.1,99,18.9,222.4,5,3.32,12.3,121,11.66,259.0,No,True
96,1,No,0,98,16.59,97.6,118,8.97,105.5,9,3.13,11.6,105,9.91,220.2,No,False
76,1,No,0,78,29.09,171.1,83,21.86,257.2,3,4.37,16.2,92,4.12,91.6,No,False
141,4,No,37,87,31.52,185.4,128,15.17,178.5,3,2.16,8.0,107,9.82,218.3,Yes,False
132,2,No,0,132,30.04,176.7,80,20.75,244.1,4,2.46,9.1,120,7.93,176.3,No,False
51,2,No,0,107,8.81,51.8,104,19.57,230.2,4,2.81,10.4,118,10.24,227.5,No,False
89,0,Yes,0,134,35.17,206.9,105,14.25,167.7,4,2.94,10.9,86,7.01,155.7,No,False
97,1,No,0,134,35.56,209.2,0,0.0,0.0,6,3.19,11.8,94,7.89,175.4,No,False
140,0,No,0,89,19.18,112.8,65,13.32,156.7,6,4.4,16.3,85,11.23,249.6,No,False
79,4,No,21,79,44.93,264.3,118,17.24,202.8,3,1.7,6.3,92,7.8,173.4,Yes,False
90,1,No,0,111,29.9,175.9,115,24.24,285.2,7,3.51,13.0,122,6.79,150.8,No,False
101,1,No,0,130,26.25,154.4,101,18.46,217.2,4,3.75,13.9,52,8.34,185.4,No,False
137,0,No,0,120,35.5,208.8,100,19.15,225.3,5,3.0,11.1,130,9.97,221.6,No,False
75,2,No,26,86,20.15,118.5,118,18.18,213.9,3,3.62,13.4,99,5.97,132.6,Yes,False
88,2,No,0,97,11.12,65.4,76,14.3,168.2,1,3.73,13.8,113,10.62,236.0,No,False
100,1,No,26,115,26.13,153.7,146,11.71,137.8,5,4.29,15.9,104,9.61,213.5,Yes,False
112,0,No,30,113,10.3,60.6,96,14.1,165.9,7,3.59,13.3,99,5.98,132.8,Yes,False
80,2,No,0,123,25.47,149.8,75,23.49,276.3,7,2.94,10.9,75,10.86,241.4,No,False
97,2,No,0,125,40.77,239.8,111,18.26,214.8,5,2.35,8.7,81,6.45,143.3,No,False
131,1,No,0,73,29.77,175.1,116,14.61,171.9,6,1.97,7.3,94,5.9,131.1,No,False
109,3,No,0,100,30.6,180.0,103,19.47,229.0,8,2.11,7.8,105,6.27,139.4,No,False
41,3,No,0,74,39.46,232.1,88,27.8,327.1,2,2.94,10.9,119,10.19,226.5,No,True
123,1,No,28,105,21.2,124.7,78,21.28,250.4,8,2.11,7.8,128,9.74,216.4,Yes,False
112,0,No,0,88,28.53,167.8,81,21.07,247.9,4,3.21,11.9,108,6.98,155.1,No,False
119,2,No,0,115,48.81,287.1,99,13.54,159.3,1,3.75,13.9,86,9.76,216.8,No,True
87,3,No,39,113,14.04,82.6,63,19.07,224.4,1,2.57,9.5,88,7.36,163.6,Yes,False
40,6,No,0,123,13.89,81.7,108,17.87,210.2,3,3.05,11.3,64,9.54,212.0,No,True
35,1,No,0,87,44.34,260.8,78,21.94,258.1,2,1.57,5.8,123,5.91,131.3,No,False
117,2,No,0,84,26.98,158.7,91,15.44,181.7,10,2.08,7.7,67,7.98,177.3,No,False
68,3,No,0,99,37.88,222.8,85,14.94,175.8,3,2.97,11.0,111,9.09,202.0,No,False
109,0,No,0,72,34.02,200.1,120,25.58,300.9,5,3.21,11.9,68,10.62,236.0,No,False
90,1,No,0,126,24.21,142.4,118,10.73,126.2,4,1.24,4.6,71,12.34,274.2,No,False
100,2,No,0,87,24.23,142.5,88,16.63,195.7,8,2.11,7.8,117,5.49,122.1,No,False
74,1,No,0,87,34.07,200.4,105,26.28,309.2,2,2.7,10.0,118,6.84,152.1,No,False
136,0,No,0,91,18.6,109.4,111,17.64,207.5,5,3.13,11.6,107,6.08,135.0,No,False
144,0,No,0,101,22.66,133.3,127,21.72,255.5,2,3.13,11.6,68,10.29,228.6,No,False
95,2,No,0,95,31.31,184.2,101,15.44,181.6,4,3.46,12.8,113,6.45,143.4,No,False
104,0,No,0,88,16.52,97.2,85,13.23,155.6,5,3.35,12.4,105,11.77,261.6,No,False
103,4,No,35,101,18.79,110.5,81,17.71,208.3,2,3.75,13.9,77,3.93,87.4,Yes,True
99,0,Yes,0,102,41.19,242.3,102,29.83,350.9,3,3.05,11.3,93,7.34,163.1,No,True
113,2,No,0,120,25.52,150.1,85,17.01,200.1,3,2.97,11.0,105,12.0,266.7,No,False
160,3,No,0,113,16.58,97.5,69,22.79,268.1,4,3.56,13.2,62,11.49,255.3,No,False
